,c_International_plan,c_Voice_mail_plan,Number vmail messages,Total minutes,Total charge,Customer service calls,Churn
609,1,0,0,534.7,54.620000000000005,1,1
610,0,0,0,598.9,57.43,1,0
611,0,1,20,678.0,71.14,0,0
612,1,1,24,582.8,52.1,2,0
613,0,1,26,627.0,61.28,6,0
614,1,0,0,622.1,72.00999999999999,2,0
615,1,0,0,507.5,53.519999999999996,1,0
616,1,0,0,522.8,40.309999999999995,3,0
617,0,0,0,645.2,70.51,3,0
618,0,0,0,616.0,64.27,0,0
619,0,0,0,668.0000000000001,74.11,2,1
620,0,0,0,478.2,55.75,2,0
621,0,0,0,513.7,48.230000000000004,3,0
622,1,1,33,698.5,77.34999999999998,1,1
623,0,0,0,580.8,51.02,2,0
624,0,0,0,609.6,63.83,1,0
625,0,0,0,636.0,66.45,1,0
626,0,1,32,485.1,51.45,1,0
627,0,1,22,605.8000000000001,65.56,2,0
628,0,1,26,520.9,51.74,1,0
629,0,1,27,672.9,74.32000000000001,1,0
630,0,0,0,638.1,69.69,1,0
631,0,0,0,763.6,72.46000000000001,0,0
632,0,0,0,765.5,73.47,1,0
633,0,0,0,692.9,73.79,0,0
634,0,0,0,512.3,57.94,0,0
635,0,0,0,477.40000000000003,51.83,0,0
636,0,1,30,505.9,48.27,1,0
637,1,1,16,545.0999999999999,54.71999999999999,0,0
638,0,1,17,633.5999999999999,62.78,1,0
639,0,0,0,530.0,59.7,0,0
640,0,0,0,429.20000000000005,41.85,1,0
641,0,0,0,656.3999999999999,65.77,0,0
642,0,0,0,775.2,82.28,2,1
643,0,0,0,659.1999999999999,69.17999999999999,1,0
644,0,0,0,530.0,43.82,2,0
645,0,0,0,596.8000000000001,56.2,1,0
646,0,1,16,458.2,49.53,2,0
647,0,0,0,352.4,33.79,0,0
648,0,0,0,580.1,57.14,1,0
649,0,1,24,457.70000000000005,46.49999999999999,1,0
650,0,0,0,502.59999999999997,56.629999999999995,2,0
651,0,0,0,577.6,58.580000000000005,1,0
652,1,0,0,580.8000000000001,58.129999999999995,1,0
653,0,0,0,641.8,61.330000000000005,2,0
654,0,0,0,558.5999999999999,61.42,2,0
655,1,0,0,516.1,50.949999999999996,3,1
656,0,0,0,670.1999999999999,66.75999999999999,2,0
657,0,0,0,427.7,35.54,3,0
658,0,0,0,357.0,35.72,1,0
659,0,1,31,614.3,65.15,0,0
660,1,1,33,545.6,48.79,0,0
661,0,1,28,744.1999999999999,73.59,1,0
662,0,1,17,646.0000000000001,69.02,1,0
663,0,0,0,604.1,52.44,3,0
664,0,0,0,560.3,63.43,5,0
665,1,0,0,462.4,47.89,2,0
666,0,0,0,537.5,61.010000000000005,1,0
667,0,1,19,569.4,57.489999999999995,1,0
668,0,0,0,677.4,63.010000000000005,1,1
669,0,0,0,646.5,68.53,0,0
670,0,0,0,583.7,63.71999999999999,2,0
671,0,0,0,584.1999999999999,65.14,0,0
672,0,0,0,727.7,73.06,3,0
673,0,0,0,638.4,56.71,3,0
674,0,0,0,630.0,68.99,2,0
675,0,0,0,645.3,60.97,1,0
676,0,1,37,567.1,60.39,1,0
677,0,0,0,764.8999999999999,79.36999999999999,3,1
678,0,0,0,592.9,58.31,2,0
679,0,0,0,570.3,55.55,1,0
680,0,0,0,590.4999999999999,61.419999999999995,1,0
681,0,0,0,438.2,49.74,3,0
682,0,0,0,545.6,59.86000000000001,4,0
683,0,1,27,645.9,69.81,0,0
684,0,0,0,514.4000000000001,48.830000000000005,1,0
685,0,0,0,585.0,61.44,0,0
686,0,0,0,629.5,54.870000000000005,0,0
687,0,0,0,757.6,78.13,4,1
688,0,1,43,633.6999999999999,63.79,1,0
689,0,0,0,719.7,64.77000000000001,1,0
690,0,0,0,558.6999999999999,58.5,5,0
691,0,1,15,557.9,56.309999999999995,1,0
692,0,0,0,601.6,57.57000000000001,1,0
693,1,0,0,589.1999999999999,69.44,1,0
694,0,0,0,519.5,64.93,1,0
695,0,0,0,570.3,56.78,1,0
696,0,0,0,623.0,53.160000000000004,3,0
697,0,0,0,575.2,59.47,1,0
698,0,0,0,455.20000000000005,50.81,1,0
699,0,0,0,567.1,66.49,2,0
700,0,1,26,694.3000000000001,74.05,2,0
701,0,1,31,501.7,45.599999999999994,0,0
702,0,0,0,701.2,63.71,1,0
703,0,0,0,657.8,63.29,2,0
704,0,0,0,432.59999999999997,48.77,0,0
705,0,0,0,483.09999999999997,43.33,1,0
706,0,1,27,597.7,59.370000000000005,1,1
707,0,0,0,496.6,46.910000000000004,4,1
708,0,0,0,571.0,56.67,2,0
709,0,0,0,502.79999999999995,47.93,2,0
710,0,1,35,627.4,66.73,0,0
711,0,0,0,621.8,55.68000000000001,1,0
712,1,1,29,504.5,46.96,0,0
713,0,0,0,725.6,85.46,2,1
714,0,0,0,601.9000000000001,58.5,7,0
715,0,0,0,574.8,61.84,0,0
716,0,0,0,714.2,75.08000000000001,1,1
717,0,0,0,481.0,51.489999999999995,4,1
718,0,1,24,490.09999999999997,45.010000000000005,1,0
719,0,0,0,591.4000000000001,60.41,6,0
720,0,1,25,515.5,41.150000000000006,0,0
721,0,1,32,540.1,53.72,0,0
722,0,0,0,807.2,85.7,5,1
723,0,0,0,453.80000000000007,47.60000000000001,2,0
724,0,1,24,827.2,77.98,1,0
725,0,0,0,851.8,88.13000000000001,0,1
726,0,0,0,448.8,40.2,2,0
727,0,0,0,625.8000000000001,55.24,2,0
728,0,0,0,528.9,43.93000000000001,0,0
729,0,0,0,780.9000000000001,71.98000000000002,1,0
730,0,0,0,533.6,57.059999999999995,1,0
731,0,0,0,455.0,43.06999999999999,1,0
732,0,0,0,537.1999999999999,47.83,1,0
733,0,0,0,755.8,71.78000000000002,1,0
734,0,0,0,371.90000000000003,32.92,1,0
735,0,0,0,508.79999999999995,56.42999999999999,0,0
736,0,1,24,476.8,48.129999999999995,0,0
737,0,1,24,519.3,53.31,2,0
738,0,0,0,608.2,64.88999999999999,1,0
739,0,0,0,640.3999999999999,57.26,0,0
740,0,0,0,671.7,69.89,1,0
741,1,0,0,555.0,52.18,1,1
742,0,0,0,450.2,44.120000000000005,1,0
743,0,0,0,717.9,72.44000000000001,4,0
744,0,1,37,682.8000000000001,62.43,0,0
745,0,0,0,594.5999999999999,52.62,1,0
746,0,0,0,582.9999999999999,47.47,2,0
747,0,0,0,630.5,62.629999999999995,0,0
748,0,0,0,581.8,61.51,0,0
749,0,0,0,683.4,65.85,1,0
750,0,1,28,560.8000000000001,55.919999999999995,4,1
751,0,0,0,570.2,56.56,2,0
752,0,0,0,736.3,78.77000000000001,2,1
753,0,0,0,579.1999999999999,54.14,1,0
754,0,0,0,644.0999999999999,70.01,1,0
755,0,0,0,523.4,47.9,1,0
756,0,0,0,525.8000000000001,58.129999999999995,3,0
757,1,0,0,635.9,60.919999999999995,0,0
758,0,1,23,621.1999999999999,67.21,3,0
759,0,0,0,487.70000000000005,50.13,2,0
760,0,0,0,613.8,63.0,3,0
761,0,0,0,693.0,72.14,0,0
762,0,1,30,600.5999999999999,55.339999999999996,1,0
763,0,1,31,600.8999999999999,62.36,1,0
764,0,0,0,558.1,59.709999999999994,0,0
765,0,0,0,554.5,63.26,0,0
766,0,1,33,601.2,61.88999999999999,1,1
767,0,0,0,591.1999999999999,62.85,0,0
768,0,0,0,632.4,62.1,1,0
769,0,0,0,557.5999999999999,62.86,1,0
770,0,0,0,466.00000000000006,49.0,0,0
771,0,1,31,595.5,56.77,6,0
772,0,0,0,539.4,48.76,0,0
773,0,1,21,495.09999999999997,48.209999999999994,4,1
774,0,0,0,781.6,83.52000000000001,4,1
775,0,0,0,551.6,48.35000000000001,0,0
776,0,1,24,626.6,53.31,1,0
777,0,1,33,535.3,52.89,1,0
778,0,0,0,667.3,67.59,1,0
779,0,0,0,655.0,61.74000000000001,1,0
780,1,0,0,884.9999999999999,96.15,1,1
781,0,1,15,466.20000000000005,43.68,1,0
782,1,1,27,717.6,78.17,1,1
783,0,0,0,528.1,53.620000000000005,3,0
784,0,0,0,623.6,73.05,1,0
785,0,1,31,749.9,69.26,0,0
786,0,1,26,313.3,33.32,1,0
787,0,0,0,533.4,47.620000000000005,0,0
788,0,1,33,709.4,75.07,3,0
789,0,0,0,495.09999999999997,53.88999999999999,1,0
790,0,0,0,511.4,48.21,0,0
791,0,0,0,602.4000000000001,62.14,0,0
792,0,0,0,434.9,53.900000000000006,0,0
793,0,0,0,635.8,75.28999999999999,2,1
794,0,0,0,561.9,49.550000000000004,1,0
795,0,1,32,551.0999999999999,50.290000000000006,2,0
796,0,1,27,507.6,56.519999999999996,1,0
797,0,0,0,649.5999999999999,67.6,2,0
798,0,0,0,568.1,52.65,1,0
799,0,1,42,486.29999999999995,44.779999999999994,2,0
800,0,0,0,528.9,55.72,3,0
801,0,0,0,636.5,60.330000000000005,2,0
802,0,0,0,569.5999999999999,48.480000000000004,2,0
803,0,0,0,513.0,43.410000000000004,0,0
804,0,0,0,663.6,69.83,0,0
805,0,0,0,499.0,48.43,1,0
806,0,0,0,606.1999999999999,61.18,2,0
807,0,0,0,675.6999999999999,75.11999999999999,1,1
808,0,1,33,596.0,55.91,2,0
809,0,0,0,518.4000000000001,52.0,0,0
810,0,0,0,468.09999999999997,48.46,2,0
811,1,0,0,621.3000000000001,57.61000000000001,1,0
812,0,1,28,555.8,50.78,2,0
813,1,0,0,711.4,69.16,1,1
814,0,0,0,662.2,66.29,1,0
815,0,1,42,673.0999999999999,68.68,2,1
816,0,0,0,490.90000000000003,48.44,1,0
817,0,0,0,589.5,63.660000000000004,1,0
818,0,0,0,594.3000000000001,62.5,2,0
819,0,1,32,533.8,52.87,3,0
820,1,0,0,482.99999999999994,47.519999999999996,0,0
821,0,0,0,386.80000000000007,39.13,5,1
822,0,0,0,606.2,53.49,2,0
823,0,0,0,658.1000000000001,64.18,4,0
824,0,1,38,664.4000000000001,71.63999999999999,0,0
825,1,1,24,527.4999999999999,44.99,0,0
826,0,0,0,559.3,55.73,3,0
827,0,0,0,702.8000000000001,70.37,0,0
828,0,0,0,635.6,58.910000000000004,0,0
829,0,0,0,611.7,64.93,0,0
830,0,0,0,564.3,52.28,1,0
831,0,1,25,470.1,43.23,2,0
832,0,0,0,667.5,72.44,0,0
833,1,0,0,446.2,33.64,1,0
834,0,0,0,605.4000000000001,57.49999999999999,2,0
835,0,0,0,453.49999999999994,47.66,1,0
836,0,1,38,408.4,42.099999999999994,1,0
837,0,0,0,491.9,58.029999999999994,0,0
838,0,0,0,542.0999999999999,63.809999999999995,1,0
839,0,0,0,470.90000000000003,52.35000000000001,1,0
840,0,1,26,447.6,42.790000000000006,1,0
841,0,0,0,495.59999999999997,42.44,1,0
842,1,1,30,544.1,51.4,2,0
843,0,1,29,621.0,68.26,0,0
844,0,1,25,719.8,71.02,0,0
845,0,0,0,610.8000000000001,60.76,1,0
846,0,0,0,520.5,55.99,0,0
847,0,0,0,583.9,57.870000000000005,1,0
848,0,0,0,537.1999999999999,53.11,1,0
849,0,1,25,435.00000000000006,56.24,1,0
850,0,0,0,632.7,67.39999999999999,2,0
851,0,0,0,573.9,57.98,0,0
852,0,0,0,649.4000000000001,66.14999999999999,1,0
853,0,0,0,587.0,57.36,0,0
854,0,1,19,744.4,80.65,1,0
855,0,0,0,643.5999999999999,71.88,3,0
856,0,0,0,596.0999999999999,70.05,2,0
857,0,0,0,632.6999999999999,56.44,3,0
858,0,0,0,700.2,68.75999999999999,1,0
859,0,1,42,579.5,50.629999999999995,0,0
860,0,0,0,573.7,62.629999999999995,2,0
861,0,0,0,526.6999999999999,53.160000000000004,0,0
862,0,0,0,538.8000000000001,56.85,2,0
863,0,0,0,530.2,55.96,1,0
864,0,0,0,515.7,43.73,2,0
865,0,0,0,639.8,72.39,1,0
866,0,1,29,767.7,81.38,1,0
867,0,0,0,569.6999999999999,58.010000000000005,1,0
868,0,0,0,595.8000000000001,68.45000000000002,3,0
869,0,1,35,696.0,69.15,1,0
870,0,0,0,595.5,58.89,2,0
871,0,0,0,503.9,51.269999999999996,4,1
872,0,0,0,596.8000000000001,58.51,0,0
873,0,1,28,615.6,65.64,2,1
874,0,0,0,638.7,62.019999999999996,3,0
875,0,0,0,535.0999999999999,58.1,3,0
876,0,0,0,663.9999999999999,59.97,2,0
877,0,0,0,574.3,47.69,0,0
878,0,0,0,553.4000000000001,64.79,1,0
879,0,1,15,693.6999999999999,64.99,1,0
880,0,0,0,552.4000000000001,56.4,1,1
881,0,0,0,602.8,56.839999999999996,3,0
882,0,0,0,635.4,66.64,3,0
883,0,0,0,687.6,66.77,1,1
884,0,1,24,655.4,57.400000000000006,2,0
885,0,0,0,507.40000000000003,48.42,2,0
886,0,1,19,500.3,44.040000000000006,2,0
887,1,1,31,527.3,57.28000000000001,2,0
888,0,0,0,415.6,39.18,2,0
889,0,1,25,590.8,65.99,1,0
890,0,1,37,480.5,42.519999999999996,1,0
891,0,0,0,541.3,52.24,5,1
892,0,0,0,588.6999999999999,64.54,1,0
893,0,1,33,670.6,72.27000000000001,2,0
894,1,1,26,753.9,79.56000000000002,1,1
895,0,1,34,652.9999999999999,60.47,1,0
896,0,0,0,549.8000000000001,54.17,1,0
897,0,0,0,593.0,64.36999999999999,2,0
898,0,1,39,583.1,62.05,1,0
899,0,0,0,614.1,62.45,1,0
900,0,0,0,499.5,46.58,6,1
901,0,0,0,498.1,51.84,0,0
902,0,1,32,632.3000000000001,70.21,0,0
903,0,0,0,495.30000000000007,54.19,5,1
904,0,1,24,506.5,58.03,0,0
905,0,0,0,485.2,56.919999999999995,1,0
906,0,0,0,444.20000000000005,41.459999999999994,1,0
907,0,1,26,562.5,62.17,1,0
908,0,0,0,522.3,50.9,4,1
909,0,0,0,478.90000000000003,53.94,1,0
910,0,0,0,543.4,51.58,1,0
911,1,0,0,604.6,60.85,1,0
912,0,1,28,444.3,42.59,0,0
913,1,0,0,639.9,59.14,3,0
914,0,0,0,428.0,48.97999999999999,0,0
915,0,1,30,766.8000000000001,70.12,1,0
916,0,1,32,461.90000000000003,52.150000000000006,2,0
917,1,1,26,779.4,86.84,0,0
918,0,0,0,511.79999999999995,47.23,3,0
919,0,0,0,606.4999999999999,57.68,1,0
920,0,0,0,614.4,57.339999999999996,1,0
921,0,0,0,484.00000000000006,51.63,1,0
922,0,0,0,512.3000000000001,57.24999999999999,2,0
923,0,1,39,536.9,47.919999999999995,1,0
924,0,1,32,501.6,55.699999999999996,0,0
925,0,0,0,583.8000000000001,60.37,4,0
926,0,0,0,588.4,51.370000000000005,3,0
927,0,1,36,525.0,56.47,3,0
928,0,1,23,555.5999999999999,65.7,1,0
929,0,0,0,601.4,63.81999999999999,0,0
930,0,1,35,675.1,68.68,1,0
931,0,0,0,633.1,74.75,3,1
932,0,1,32,571.6,58.4,2,0
933,0,0,0,661.8,65.92,2,0
934,0,0,0,652.5999999999999,66.64,3,0
935,0,1,12,574.6,54.71,0,0
936,0,1,26,720.1999999999999,70.88000000000001,2,0
937,0,1,28,553.6,54.31,0,0
938,0,0,0,384.2,41.03,0,0
939,1,0,0,555.3000000000001,55.4,2,0
940,1,0,0,780.0,76.17999999999999,4,1
941,0,0,0,573.2,58.95,1,0
942,0,0,0,615.5,63.94,1,0
943,0,0,0,519.0,61.080000000000005,1,0
944,0,0,0,738.4999999999999,72.1,4,0
945,0,1,26,478.4,47.919999999999995,2,0
946,0,1,33,679.2,70.57,1,0
947,0,1,25,665.6,69.86,1,0
948,0,1,35,695.4,69.07,2,0
949,0,1,39,657.1999999999999,61.84,1,0
950,1,0,0,664.0,72.24,1,1
951,0,0,0,580.3,60.07,1,0
952,0,0,0,612.7,62.01,3,0
953,0,0,0,622.3,71.38,1,0
954,0,0,0,630.8000000000001,61.55,1,0
955,0,0,0,597.6,60.32999999999999,1,0
956,0,0,0,632.6999999999999,66.47,1,0
957,0,0,0,581.8000000000001,51.239999999999995,2,0
958,0,1,28,724.3,74.58999999999999,3,0
959,0,0,0,600.6,60.31999999999999,1,0
960,0,0,0,550.4000000000001,54.68,2,0
961,0,0,0,545.1,52.25,2,0
962,0,0,0,476.50000000000006,52.57,1,0
963,0,0,0,541.3,57.879999999999995,2,0
964,0,1,33,507.40000000000003,55.99,0,0
965,0,1,37,605.8,57.58,1,0
966,0,0,0,560.4,47.82,2,0
967,0,0,0,690.7,69.89999999999999,1,0
968,0,0,0,684.6999999999999,75.71,0,1
969,0,0,0,626.5,69.36,0,1
970,0,0,0,459.50000000000006,45.43,2,0
971,0,0,0,506.6,55.15,0,0
972,1,1,24,789.0,73.15,3,0
973,0,1,34,603.3000000000001,56.44,4,1
974,0,0,0,624.1,64.48,5,0
975,1,0,0,639.6,72.13999999999999,3,0
976,0,1,38,720.5,68.92999999999999,1,0
977,0,0,0,570.8000000000001,54.970000000000006,2,0
978,0,0,0,625.4000000000001,62.050000000000004,5,0
979,0,0,0,579.9,51.34,1,0
980,0,0,0,663.1999999999999,71.25,2,0
981,0,0,0,466.3,45.5,1,0
982,0,0,0,593.8,56.879999999999995,3,0
983,0,0,0,590.8,64.61,2,0
984,0,1,33,685.1999999999999,64.68,2,1
985,0,0,0,573.3,54.91,2,0
986,1,0,0,698.8000000000001,68.17,2,0
987,0,0,0,589.9,55.9,3,0
988,0,1,31,487.0,57.07000000000001,1,1
989,0,0,0,482.70000000000005,48.959999999999994,1,0
990,0,1,39,679.9000000000001,74.01,1,0
991,0,0,0,486.2,49.900000000000006,0,0
992,0,0,0,655.0,61.67,1,0
993,0,1,45,491.5,49.24,4,1
994,0,0,0,646.7,63.080000000000005,0,0
995,1,1,37,780.4999999999999,77.11,1,0
996,0,0,0,617.2,60.22,4,0
997,0,0,0,517.4,45.39000000000001,6,1
998,0,0,0,539.0,56.87,0,0
999,0,1,27,603.9,47.93,2,0
1000,0,1,24,643.3,65.37,1,0
1001,0,0,0,694.1,75.14,0,1
1002,0,0,0,636.8000000000001,56.54,2,0
1003,0,0,0,596.6,52.38,0,1
1004,0,0,0,537.8,53.28,0,0
1005,0,0,0,743.5,73.04,4,0
1006,0,0,0,374.4,42.63999999999999,2,0
1007,0,0,0,723.6,77.48,5,1
1008,0,1,46,624.1,66.65,4,0
1009,0,1,14,516.3,47.199999999999996,1,0
1010,0,0,0,495.5,54.04,2,0
1011,0,0,0,587.6,66.6,1,0
1012,0,0,0,604.0,51.43000000000001,0,0
1013,0,0,0,639.0,70.44999999999999,0,0
1014,0,1,30,674.1,59.13,1,0
1015,0,0,0,609.7,67.9,0,0
1016,0,0,0,549.5999999999999,58.540000000000006,0,0
1017,0,0,0,686.9,68.99,2,0
1018,0,1,31,651.4999999999999,63.74,2,0
1019,0,1,22,712.4,73.89,1,0
1020,0,0,0,595.1,60.97,3,0
1021,0,0,0,484.1,43.31,3,0
1022,0,0,0,646.1,74.25000000000001,1,1
1023,0,0,0,615.5999999999999,64.49000000000001,1,0
1024,0,0,0,545.8,44.78000000000001,3,0
1025,0,0,0,640.0000000000001,62.199999999999996,3,1
1026,0,0,0,544.8,58.67,3,0
1027,0,0,0,561.0,58.01,0,0
1028,1,0,0,607.4,58.099999999999994,2,0
1029,0,0,0,457.49999999999994,39.57,1,1
1030,0,0,0,617.1,57.019999999999996,1,0
1031,0,0,0,482.70000000000005,59.88,2,0
1032,0,0,0,468.09999999999997,52.22,3,0
1033,0,0,0,498.20000000000005,60.019999999999996,2,0
1034,0,0,0,612.9000000000001,61.010000000000005,2,0
1035,0,1,29,827.7,70.38,2,0
1036,0,0,0,535.7,60.24,2,0
1037,0,0,0,636.8000000000001,68.1,3,0
1038,0,1,31,544.6,58.86,2,0
1039,0,0,0,596.3,62.410000000000004,1,0
1040,1,0,0,472.70000000000005,45.400000000000006,2,1
1041,0,0,0,648.1999999999999,65.01,0,0
1042,0,0,0,568.8,55.12,2,0
1043,0,1,31,573.3,54.620000000000005,6,1
1044,0,0,0,669.4999999999999,67.18,2,0
1045,0,0,0,551.0,50.120000000000005,2,0
1046,0,1,29,563.9999999999999,57.17,2,0
1047,0,0,0,618.4,64.89,3,0
1048,0,1,32,609.6,65.7,3,0
1049,0,0,0,690.8000000000001,79.75999999999999,1,1
1050,0,0,0,662.9,72.34,3,0
1051,1,0,0,642.8,66.49,0,1
1052,0,0,0,592.3999999999999,57.38,2,0
1053,1,0,0,512.0,52.44,4,1
1054,0,0,0,614.1,60.55,1,0
1055,0,1,24,535.4,54.43,2,0
1056,0,0,0,508.9,60.73,0,0
1057,0,0,0,333.5,22.93,4,1
1058,1,0,0,514.1,49.769999999999996,1,1
1059,0,0,0,657.0,67.66999999999999,0,0
1060,0,0,0,640.5,58.87,1,0
1061,0,1,22,530.0,49.309999999999995,2,0
1062,0,0,0,762.0999999999999,82.58,0,1
1063,0,0,0,491.49999999999994,42.58,1,0
1064,0,1,16,531.9000000000001,46.239999999999995,0,0
1065,0,0,0,592.6,52.11,0,0
1066,0,0,0,546.6999999999999,54.86,2,0
1067,0,1,31,750.7,84.30000000000001,3,0
1068,0,0,0,579.8,53.81999999999999,1,0
1069,0,0,0,726.0,71.04,1,1
1070,0,0,0,396.90000000000003,41.29,2,0
1071,0,0,0,703.8000000000001,69.79,1,0
1072,0,0,0,370.2,38.18,3,0
1073,0,1,31,613.6,51.96,3,0
1074,0,0,0,779.6,78.82,1,1
1075,0,0,0,600.6,61.66,1,0
1076,0,0,0,506.2,43.910000000000004,3,0
1077,1,0,0,609.6,66.60999999999999,1,0
1078,0,0,0,558.7,61.480000000000004,4,0
1079,0,0,0,612.9,58.0,1,0
1080,0,0,0,518.7,46.01,4,1
1081,0,1,32,594.6,58.76,0,0
1082,0,1,42,747.3,70.49,0,0
1083,0,0,0,777.1000000000001,76.3,4,1
1084,0,1,34,502.69999999999993,48.06,1,0
1085,1,1,43,617.4,58.529999999999994,1,0
1086,0,0,0,469.4,43.35,1,0
1087,0,1,39,709.8,75.07,2,0
1088,0,1,21,541.8000000000001,53.89000000000001,2,0
1089,0,0,0,447.5,35.379999999999995,3,0
1090,0,0,0,546.4999999999999,45.58,0,0
1091,0,1,35,497.30000000000007,51.540000000000006,0,0
1092,0,0,0,580.7,49.37,1,0
1093,1,0,0,567.1999999999999,58.63,4,0
1094,0,0,0,626.9999999999999,65.01,1,0
1095,0,0,0,360.3,37.88,1,0
1096,0,1,29,588.6,55.88,3,0
1097,0,0,0,696.0,74.36,3,1
1098,0,0,0,652.2,71.44,1,0
1099,1,1,27,559.0,57.8,4,0
1100,0,0,0,368.09999999999997,25.87,1,0
1101,0,1,19,592.9,52.08,1,0
1102,0,0,0,614.4,60.0,4,0
1103,0,0,0,505.3,47.14,3,0
1104,0,0,0,680.4000000000001,66.77000000000001,1,0
1105,0,0,0,486.20000000000005,50.129999999999995,0,0
1106,0,1,39,480.1,43.04,3,0
1107,0,0,0,640.0,57.279999999999994,1,0
1108,0,1,30,672.4,64.34,0,0
1109,0,0,0,646.8,60.6,1,0
1110,0,0,0,534.6,54.31,1,0
1111,0,1,24,589.1,54.940000000000005,1,0
1112,0,0,0,559.0,53.17,0,0
1113,0,0,0,674.9,66.14999999999999,3,0
1114,0,0,0,435.0,40.0,1,0
1115,1,1,37,563.8000000000001,63.36,2,0
1116,0,0,0,434.6,39.92,2,0
1117,1,0,0,553.6999999999999,54.489999999999995,3,1
1118,0,1,20,702.3,75.69,0,0
1119,0,1,31,649.0000000000001,59.35999999999999,1,0
1120,1,1,28,418.6,39.550000000000004,1,0
1121,0,0,0,600.5,55.05000000000001,0,0
1122,0,0,0,580.5,66.5,2,0
1123,1,0,0,599.6,66.15,2,0
1124,0,1,38,646.4,64.76,1,0
1125,0,1,34,697.2,68.78,1,0
1126,0,1,37,548.6,51.51,2,0
1127,1,1,19,508.9,49.94,0,1
1128,0,1,26,605.5,67.37,1,0
1129,1,1,34,685.0,72.41000000000001,4,0
1130,0,0,0,679.0,68.78,2,0
1131,0,0,0,577.3,54.72,0,0
1132,0,0,0,485.6,50.410000000000004,1,0
1133,0,1,47,715.3,75.99999999999999,1,0
1134,0,0,0,614.1999999999999,62.330000000000005,1,1
1135,1,0,0,541.7,59.529999999999994,1,0
1136,0,0,0,653.0,65.02,3,0
1137,0,1,8,781.2,72.02,1,0
1138,0,0,0,574.7,56.37,0,0
1139,0,0,0,596.6999999999999,65.42,4,0
1140,0,0,0,686.9,72.87,4,0
1141,0,0,0,472.59999999999997,46.839999999999996,0,0
1142,0,1,33,600.5,64.1,2,0
1143,0,0,0,560.9,52.169999999999995,2,0
1144,0,1,40,582.7,62.3,2,0
1145,0,1,44,621.6,61.269999999999996,2,1
1146,0,0,0,706.8000000000001,60.27,1,0
1147,0,1,33,478.0,43.36,1,0
1148,0,0,0,515.0,46.02,1,0
1149,0,0,0,593.9,54.190000000000005,1,0
1150,0,0,0,615.4,63.56,0,0
1151,0,0,0,546.1999999999999,57.699999999999996,3,0
1152,0,0,0,499.6,40.25,0,0
1153,0,0,0,499.0,57.53,2,0
1154,0,0,0,603.5000000000001,57.099999999999994,1,0
1155,0,0,0,658.0,64.07,3,0
1156,0,0,0,460.3,44.07,1,0
1157,0,0,0,472.5,39.120000000000005,0,0
1158,1,1,35,630.1999999999999,63.43000000000001,0,1
1159,0,1,27,522.9000000000001,47.440000000000005,3,0
1160,0,1,27,570.9000000000001,62.94,0,0
1161,0,1,41,466.2,53.71000000000001,1,0
1162,0,0,0,618.9,60.56,0,0
1163,1,0,0,714.1000000000001,79.54,1,1
1164,1,0,0,664.9,72.78,1,0
1165,0,0,0,535.4,48.13,0,0
1166,0,0,0,372.1,36.67999999999999,3,0
1167,0,0,0,659.2,71.53999999999999,2,0
1168,0,1,16,721.0999999999999,65.57000000000001,1,0
1169,0,0,0,497.40000000000003,43.48,0,0
1170,0,1,34,542.1999999999999,58.61,2,0
1171,0,0,0,552.4,61.379999999999995,3,0
1172,1,0,0,689.7,69.07000000000001,1,0
1173,1,0,0,570.2,52.54,3,1
1174,0,0,0,509.2,49.77000000000001,1,0
1175,0,0,0,621.3000000000001,55.72,0,0
1176,0,1,44,709.8000000000001,72.23,0,0
1177,0,0,0,615.8,64.59,2,0
1178,0,0,0,574.2,48.279999999999994,2,0
1179,0,0,0,711.1,69.95,1,0
1180,0,0,0,603.0999999999999,61.300000000000004,1,0
1181,0,0,0,687.1,72.68,1,0
1182,0,1,30,471.40000000000003,49.33,4,1
1183,0,0,0,618.4999999999999,63.410000000000004,2,0
1184,0,1,32,687.0999999999999,71.69,0,0
1185,0,0,0,520.8,55.45,1,0
1186,0,0,0,674.0,64.09,0,0
1187,0,0,0,581.0999999999999,53.89000000000001,3,0
1188,0,0,0,622.7,63.18,1,0
1189,1,1,17,648.5,68.01,2,0
1190,0,0,0,663.0,59.79,2,0
1191,0,0,0,679.3000000000001,71.24,2,0
1192,0,0,0,617.8,61.96,1,0
1193,0,0,0,685.8000000000001,62.38,3,0
1194,0,1,40,632.8000000000001,67.25000000000001,3,0
1195,0,0,0,666.0,72.32999999999998,1,0
1196,0,0,0,680.8000000000001,69.03,1,0
1197,0,1,14,490.79999999999995,56.790000000000006,1,0
1198,0,0,0,666.3,70.21,2,0
1199,0,0,0,662.0,60.66,1,0
1200,0,0,0,518.0,48.720000000000006,2,0
1201,0,0,0,716.6,71.28999999999999,1,1
1202,0,0,0,613.8,64.31,1,0
1203,0,0,0,609.1,60.7,2,0
1204,0,1,35,567.6,55.86000000000001,2,0
1205,0,0,0,649.1,62.85999999999999,3,0
1206,0,0,0,600.9,55.169999999999995,1,0
1207,0,0,0,535.6999999999999,48.94,2,0
1208,0,0,0,445.6,42.97,1,0
1209,0,1,23,603.9999999999999,66.01,2,0
1210,0,0,0,582.8,52.31,0,0
1211,0,0,0,597.9,62.519999999999996,0,1
1212,0,0,0,756.9,77.16,1,1
1213,1,0,0,409.6,33.849999999999994,4,1
